45
-182.77449 6065.381 31.0793915 0
-178.077316 6070.197 30.2282333 1
-165.847137 6082.46143 30.2382259 0
-157.087234 6091.70068 30.2642956 0
-150.569351 6098.692 30.3092041 0
-146.482788 6102.761 30.2798748 0
-142.392609 6107.312 30.2968578 0
-138.273941 6111.59033 30.31998 0
-134.2742 6115.98633 30.9134312 0
-129.87645 6120.67432 30.8890553 0
-125.70961 6124.939 30.2913418 0
-121.498306 6129.459 30.3095284 0
-115.145058 6135.96729 30.332346 0
-110.837608 6140.072 30.2589455 0
-106.5075 6144.31836 30.1719284 0
-102.212715 6148.41064 30.110714 0
-97.87696 6152.51758 30.0880833 0
-84.6693039 6164.72461 29.9814243 0
-80.07521 6168.615 29.82293 0
-75.77658 6172.724 29.9465027 0
-71.38221 6176.338 29.9395885 0
-66.57684 6180.54 29.9429665 0
-59.5982323 6186.252 29.9620056 0
-54.96634 6189.934 29.9839115 0
-50.207428 6193.51074 30.014782 0
-45.33096 6197.165 30.0598068 0
-40.9051361 6200.339 30.1059418 0
-32.7705536 6205.49268 29.6419373 0
-27.836319 6208.848 29.7043037 0
-24.8353653 6211.21338 30.33603 0
-20.5883751 6214.03564 30.4102631 0
-15.4150066 6217.19629 30.5032654 0
-10.3426065 6220.464 30.5710583 0
-5.049164 6223.429 30.6498089 0
0.155345917 6226.55664 30.71428 0
5.537159 6229.10645 30.1803741 0
10.8094521 6231.97 30.2357254 0
16.0329018 6234.906 30.2835617 0
20.3126163 6237.62256 32.09117 0
26.6127987 6240.87 31.393671 0
32.05157 6243.46143 31.393671 0
36.5553246 6245.84 32.36092 0
42.0119667 6248.128 31.5095024 0
47.2359238 6250.699 31.5095024 0
53.49675 6253.66846 32.4768372 0
