55
530.149 -452.129 23.7996712 0
529.531 -456.855 23.7996712 2
528.98 -461.449 23.7996712 0
528.623 -464.421 23.7996712 0
528.226 -467.703 23.7996712 0
527.98 -469.941 23.7996712 0
527.746033 -471.837 23.7996712 0
527.336 -475.594 23.7996712 0
527.046 -477.613 23.7996712 0
526.715 -480.045 23.7996712 0
526.425 -482.476 23.7996712 0
526.188 -484.384 23.7996712 0
525.955 -486.369 23.7996712 0
525.664 -489.195 23.7996712 0
525.312 -491.671 23.7996712 0
524.927 -494.63 23.7996712 0
524.556 -497.78 23.7996712 0
524.237 -500.268 23.7996712 0
523.959 -502.461 23.7996712 0
523.672 -504.674 23.7996712 0
523.221 -508.144 23.7996712 0
522.954 -510.704 23.7996712 0
522.63 -513.245 23.7996712 0
522.315 -515.927 23.7996712 0
522.008 -518.551 23.7996712 0
521.716 -521.267 23.7997074 0
521.406 -523.688 23.7997074 0
521.157 -525.773 23.7997074 0
520.867 -527.71 23.7997074 2
520.617 -529.383 23.7997074 0
520.373 -531.206 23.7997074 0
520.005 -534.241 23.7997074 0
519.7717 -537.2142 23.7997074 0
518.656067 -546.5182 23.7997074 0
517.2744 -557.110352 23.7997074 0
516.3676 -564.010559 23.7997074 0
516.012451 -566.9099 23.7997074 0
515.642334 -573.7538 23.7997074 0
516.058655 -579.947754 23.7997074 0
516.9842 -586.4308 23.7997074 0
518.524536 -593.644165 23.7997074 0
519.8207 -597.6829 23.9602966 0
521.4174 -601.646545 23.7997074 0
522.3191 -603.9946 23.7997074 0
523.596436 -607.6389 23.7997074 0
524.3363 -609.8743 23.7997074 0
525.110352 -612.504 23.7997074 0
525.7466 -615.0171 23.7997074 0
526.3828 -618.9616 23.7997074 0
527.050842 -623.8711 23.7997074 0
527.262939 -626.2357 23.800415 0
527.422 -629.4486 23.80762 0
527.475037 -634.4111 23.9617825 0
527.2948 -637.0726 23.9597435 0
523.855652 -665.512 23.7997074 0
