32
550.039551 -452.989044 23.7996712 0
549.4216 -457.715057 23.7996712 2
548.870544 -462.309052 23.7996712 0
548.51355 -465.281036 23.7996712 0
548.1166 -468.563049 23.7996712 0
547.870544 -470.801056 23.7996712 0
547.6366 -472.697052 23.7996712 0
547.226563 -476.454041 23.7996712 0
546.9366 -478.473053 23.7996712 0
546.6056 -480.90506 23.7996712 0
546.315552 -483.33606 23.7996712 0
546.078552 -485.244049 23.7996712 0
545.8456 -487.229034 23.7996712 0
545.554565 -490.055054 23.7996712 0
545.2026 -492.531036 23.7996712 0
544.817566 -495.490051 23.7996712 0
544.4466 -498.640045 23.7996712 0
544.127563 -501.128052 23.7996712 0
543.849548 -503.321045 23.7996712 0
543.562561 -505.534058 23.7996712 0
543.1116 -509.004059 23.7996712 0
542.844543 -511.564056 23.7996712 0
542.520569 -514.104858 23.7996712 0
542.205566 -516.786865 23.7996712 0
541.89856 -519.4109 23.7996712 0
541.606567 -522.126831 23.7997074 0
541.2966 -524.547852 23.7997074 0
541.047546 -526.6328 23.7997074 0
540.757568 -528.5698 23.7997074 2
540.507568 -530.2428 23.7997074 0
540.26355 -532.0658 23.7997074 0
539.895569 -535.1008 23.7997074 0
